URL,Page type,Source file/data source,Current title,Current H1,Word count,Indexable,Canonical,Internal inbound links,Content template,Similarity risk,Search intent,Quality status,Priority
/รับเหมาโน๊ตบุ๊ค/,Secondary service,src/pages/รับเหมาโน๊ตบุ๊ค.astro,รับเหมาโน๊ตบุ๊ค งานยกล็อตสำหรับองค์กร | ร้านรับซื้อโน๊ตบุ๊ค.com,รับเหมาโน๊ตบุ๊ค งานยกล็อตสำหรับองค์กร | ร้านรับซื้อโน๊ตบุ๊ค.com,2748,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับเหมาโน๊ตบุ๊ค/,TBD,ServicePageShell,Low,Bulk notebook buyout,Good,2
/รับเหมาคอมพิวเตอร์/,Secondary service,src/pages/รับเหมาคอมพิวเตอร์.astro,รับเหมาคอมพิวเตอร์ออฟฟิศ ประเมินราคายกชุด โละคอมบริษัท อิงราคาจากสภาพจริงของเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับเหมาคอมพิวเตอร์ออฟฟิศ ประเมินราคายกชุด โละคอมบริษัท อิงราคาจากสภาพจริงของเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,2782,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับเหมาคอมพิวเตอร์/,TBD,ServicePageShell,Low,Bulk computer buyout,Good,2
/รับประมูลคอม/,Secondary service,src/pages/รับประมูลคอม.astro,รับประมูลคอมพิวเตอร์ เข้าร่วมประมูลคอมโรงเรียน หน่วยงานราชการ จ่ายสด อิงราคาจากสภาพจริงของเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,รับประมูลคอมพิวเตอร์ เข้าร่วมประมูลคอมโรงเรียน หน่วยงานราชการ จ่ายสด อิงราคาจากสภาพจริงของเครื่อง | ร้านรับซื้อโน๊ตบุ๊ค.com,2658,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับประมูลคอม/,TBD,ServicePageShell,Low,Auction / tender,Good,2
/พื้นที่ให้บริการ/,Utility,src/pages/พื้นที่ให้บริการ/index.astro,พื้นที่ให้บริการรับซื้อโน๊ตบุ๊ค | นัดหรือจัดส่งตามเงื่อนไข,ลิงก์ที่เกี่ยวข้องกับการรับซื้อและการเช็คราคา,1348,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/พื้นที่ให้บริการ/,TBD,custom,Low,Service area hub,Strong,2
/คำถามที่พบบ่อย/,FAQ,src/pages/คำถามที่พบบ่อย/index.astro,คำถามที่พบบ่อยเกี่ยวกับการรับซื้อโน๊ตบุ๊ค | ร้านรับซื้อโน๊ตบุ๊ค.com,ลิงก์ที่ช่วยเริ่มต้นได้ไว,4491,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/คำถามที่พบบ่อย/,TBD,custom,Low,Site FAQ,Strong,2
/เกี่ยวกับเรา/,About,src/pages/เกี่ยวกับเรา.astro,เกี่ยวกับเรา | ร้านรับซื้อโน๊ตบุ๊ค.com,เกี่ยวกับเรา | ร้านรับซื้อโน๊ตบุ๊ค.com,758,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/เกี่ยวกับเรา/,TBD,custom,Low,About business,Strong,2
/ติดต่อเรา/,Contact,src/pages/ติดต่อเรา.astro,ติดต่อเรา | ร้านรับซื้อโน๊ตบุ๊ค.com,คำถามสั้น ๆ ก่อนติดต่อ,671,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/ติดต่อเรา/,TBD,custom,Low,Contact,Strong,2
/นโยบายความเป็นส่วนตัว/,Legal,src/pages/นโยบายความเป็นส่วนตัว.astro,นโยบายความเป็นส่วนตัว | ร้านรับซื้อโน๊ตบุ๊ค.com,นโยบายความเป็นส่วนตัว | ร้านรับซื้อโน๊ตบุ๊ค.com,476,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/นโยบายความเป็นส่วนตัว/,TBD,custom,Low,Privacy,Good,3
/ขั้นตอนและเงื่อนไขการให้บริการ/,Legal,src/pages/ขั้นตอนและเงื่อนไขการให้บริการ.astro,ขั้นตอนและเงื่อนไขการให้บริการ | ร้านรับซื้อโน๊ตบุ๊ค.com,ขั้นตอนและเงื่อนไขการให้บริการ | ร้านรับซื้อโน๊ตบุ๊ค.com,891,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/ขั้นตอนและเงื่อนไขการให้บริการ/,TBD,custom,Low,Terms,Good,3
/เว็บไซต์ในเครือ/,Utility,src/pages/เว็บไซต์ในเครือ/index.astro,เว็บไซต์ในเครือและบริการรับซื้อสินค้าไอที | ร้านรับซื้อโน๊ตบุ๊ค.com,เว็บไซต์ในเครือและบริการรับซื้อสินค้าไอที | ร้านรับซื้อโน๊ตบุ๊ค.com,930,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/เว็บไซต์ในเครือ/,TBD,custom,Low,Partner sites,Good,3
/blog/,Blog,src/pages/blog/index.astro,บทความ | ร้านรับซื้อโน๊ตบุ๊ค.com,บทความ | ร้านรับซื้อโน๊ตบุ๊ค.com,202,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/,TBD,custom,Low,Blog hub,Good,2
/sitemap/,Utility,src/pages/sitemap.astro,แผนผังเว็บไซต์ (HTML Sitemap) | ร้านรับซื้อโน๊ตบุ๊ค.com,แผนผังเว็บไซต์ (HTML Sitemap) | ร้านรับซื้อโน๊ตบุ๊ค.com,554,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/sitemap/,TBD,custom,Low,HTML sitemap,Good,3
/รับซื้อโน๊ตบุ๊ค/acer-aspire-5/,Model,src/content/brands/acer-aspire-5.md,,,304,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-aspire-5/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/acer-nitro-16/,Model,src/content/brands/acer-nitro-16.md,,,496,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-nitro-16/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/acer-nitro-17/,Model,src/content/brands/acer-nitro-17.md,,,289,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-nitro-17/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/acer-nitro-v/,Model,src/content/brands/acer-nitro-v.md,,,504,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-nitro-v/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/acer-predator-helios/,Model,src/content/brands/acer-predator-helios.md,,,286,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-predator-helios/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/acer-predator-neo/,Model,src/content/brands/acer-predator-neo.md,,,489,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-predator-neo/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/acer-predator-triton/,Model,src/content/brands/acer-predator-triton.md,,,290,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-predator-triton/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/acer-swift/,Series,src/content/brands/acer-swift.md,,,570,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-swift/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/acer-travelmate/,Series,src/content/brands/acer-travelmate.md,,,564,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-travelmate/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/acer/,Brand,src/content/brands/acer.md,,,982,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/alienware-m15-r7-r8/,Model,src/content/brands/alienware-m15-r7-r8.md,,,302,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-m15-r7-r8/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/alienware-m16/,Model,src/content/brands/alienware-m16.md,,,294,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-m16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/alienware-m18/,Model,src/content/brands/alienware-m18.md,,,294,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-m18/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/alienware-x16/,Series,src/content/brands/alienware-x16.md,,,298,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-x16/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/asus-expertbook/,Series,src/content/brands/asus-expertbook.md,,,559,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-expertbook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus-rog-ally-x/,Model,src/content/brands/asus-rog-ally-x.md,,,301,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-rog-ally-x/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/asus-rog-flow/,Model,src/content/brands/asus-rog-flow.md,,,312,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-rog-flow/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/asus-rog-strix/,Model,src/content/brands/asus-rog-strix.md,,,548,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-rog-strix/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus-tuf-a15-f15/,Model,src/content/brands/asus-tuf-a15-f15.md,,,531,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-tuf-a15-f15/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus-vivobook/,Series,src/content/brands/asus-vivobook.md,,,552,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-vivobook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus-zenbook/,Series,src/content/brands/asus-zenbook.md,,,555,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zenbook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g14/,Model,src/content/brands/asus-zephyrus-g14.md,,,294,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g14/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g16/,Model,src/content/brands/asus-zephyrus-g16.md,,,295,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zephyrus-g16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/asus-zephyrus/,Series,src/content/brands/asus-zephyrus.md,,,599,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zephyrus/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/asus/,Brand,src/content/brands/asus.md,,,933,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/dell-g15-g16/,Model,src/content/brands/dell-g15-g16.md,,,306,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-g15-g16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/dell-inspiron-15/,Model,src/content/brands/dell-inspiron-15.md,,,290,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-inspiron-15/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/dell-latitude/,Series,src/content/brands/dell-latitude.md,,,585,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-latitude/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/dell-vostro/,Series,src/content/brands/dell-vostro.md,,,551,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-vostro/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/dell-xps-13-15/,Model,src/content/brands/dell-xps-13-15.md,,,299,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-xps-13-15/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/dell/,Brand,src/content/brands/dell.md,,,938,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/gaming/,Brand,src/content/brands/gaming.md,,,2687,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/gaming/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/gigabyte-aorus/,Series,src/content/brands/gigabyte-aorus.md,,,319,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/gigabyte-aorus/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/gigabyte/,Brand,src/content/brands/gigabyte.md,,,306,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/gigabyte/,TBD,brand-md,Low,Brand,Good,1
/รับซื้อโน๊ตบุ๊ค/honor-magicbook/,Series,src/content/brands/honor-magicbook.md,,,279,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/honor-magicbook/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/honor/,Brand,src/content/brands/honor.md,,,281,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/honor/,TBD,brand-md,Low,Brand,Good,1
/รับซื้อโน๊ตบุ๊ค/hp-elitebook/,Series,src/content/brands/hp-elitebook.md,,,561,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-elitebook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/hp-envy-x360/,Model,src/content/brands/hp-envy-x360.md,,,289,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-envy-x360/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp-omen-16/,Model,src/content/brands/hp-omen-16.md,,,271,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-omen-16/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp-omen-17/,Model,src/content/brands/hp-omen-17.md,,,288,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-omen-17/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp-omen-transcend/,Model,src/content/brands/hp-omen-transcend.md,,,310,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-omen-transcend/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp-pavilion/,Series,src/content/brands/hp-pavilion.md,,,537,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-pavilion/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/hp-probook/,Series,src/content/brands/hp-probook.md,,,561,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-probook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/hp-spectre-x360/,Model,src/content/brands/hp-spectre-x360.md,,,310,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-spectre-x360/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp-victus-15/,Model,src/content/brands/hp-victus-15.md,,,485,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-15/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/hp-victus-16/,Model,src/content/brands/hp-victus-16.md,,,492,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-16/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/hp-victus-17/,Model,src/content/brands/hp-victus-17.md,,,307,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-17/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/hp/,Brand,src/content/brands/hp.md,,,927,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/huawei-matebook/,Series,src/content/brands/huawei-matebook.md,,,292,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei-matebook/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/huawei/,Brand,src/content/brands/huawei.md,,,843,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/lenovo-ideapad-3-5/,Model,src/content/brands/lenovo-ideapad-3-5.md,รับซื้อ Lenovo IdeaPad 3 และ 5 มือสอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Lenovo IdeaPad 3 และ 5 มือสอง ส่งรูปเช็คราคาไว,306,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-ideapad-3-5/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-5/,Model,src/content/brands/lenovo-legion-5.md,,,483,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-5/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro-7/,Model,src/content/brands/lenovo-legion-pro-7.md,,,141,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro-7/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,Model,src/content/brands/lenovo-legion-pro.md,,,588,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,Model,src/content/brands/lenovo-legion-slim.md,,,590,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,Model,src/content/brands/lenovo-loq-15-16.md,,,540,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,TBD,model-md,Low,Model,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,Series,src/content/brands/lenovo-thinkbook.md,,,561,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,Series,src/content/brands/lenovo-yoga.md,,,588,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,TBD,series-md,Low,Series,Strong,2
/รับซื้อโน๊ตบุ๊ค/lenovo/,Brand,src/content/brands/lenovo.md,,,1016,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,TBD,brand-md,Low,Brand,Strong,1
/รับซื้อโน๊ตบุ๊ค/lg-gram/,Series,src/content/brands/lg-gram.md,,,292,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lg-gram/,TBD,series-md,Low,Series,Good,2
/รับซื้อโน๊ตบุ๊ค/lg/,Brand,src/content/brands/lg.md,,,310,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lg/,TBD,brand-md,Low,Brand,Good,1
/รับซื้อโน๊ตบุ๊ค/macbook-air-13/,Model,src/content/brands/macbook-air-13.md,,,77,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-13/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,Model,src/content/brands/macbook-air-15.md,,,75,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,TBD,model-md,Low,Model,Good,2
/รับซื้อโน๊ตบุ๊ค/macbook-air-m1/,Model,src/content/brands/macbook-air-m1.md,,,505,yes,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m1/,TBD,model-md,Low,Model,Strong,2
